Source,Type,Path,"Created Date"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/1033/dwintl.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/1033/dwintl.dll","2004-08-20 00:25:20 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/copymar.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/copymar.exe","2004-08-20 00:25:11 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/csapi3t1.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/csapi3t1.dll","2004-08-20 00:25:11 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/dw.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/dw.exe","2004-08-20 00:25:11 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/dwprivacy.hta",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/dwprivacy.hta","2004-08-20 00:25:16 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/logonmgr.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/logonmgr.dll","2004-08-20 00:25:12 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/mail.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/mail.mar","2004-08-20 00:25:12 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/market.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/market.mar","2004-08-20 00:25:12 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/100/market.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/100/market.mar","2004-08-20 00:25:22 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/14/market.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/14/market.mar","2004-08-20 00:25:21 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/150/market.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/150/market.mar","2004-08-20 00:25:22 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/163/market.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/163/market.mar","2004-08-20 00:25:23 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/188/market.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/188/market.mar","2004-08-20 00:25:23 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/220/market.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/220/market.mar","2004-08-20 00:25:22 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/222/market.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/222/market.mar","2004-08-20 00:25:21 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/238/market.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/238/market.mar","2004-08-20 00:25:23 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/36/market.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Markets/36/market.mar","2004-08-20 00:25:21 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/msmom.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/msmom.dll","2004-08-20 00:25:13 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/msn6.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/msn6.exe","2004-08-20 00:25:50 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/msnmetal.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/msnmetal.dll","2004-08-20 00:25:14 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/msnmtllc.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/msnmtllc.dll","2004-08-20 00:25:15 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/msnread.htm",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/msnread.htm","2004-08-20 00:25:15 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/popc.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/popc.dll","2004-08-20 00:25:16 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/signup.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/signup.mar","2004-08-20 00:25:16 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/sqdll.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/sqdll.dll","2004-08-20 00:25:16 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/themedef.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/themedef.mar","2004-08-20 00:25:18 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/ui.mar",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/ui.mar","2004-08-20 00:25:19 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/update.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/update.exe","2004-08-20 00:25:11 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Setup/migrate.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/MSN/MSNCoreFiles/Setup/migrate.dll","2004-08-20 00:25:20 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/123WASP/123wasp.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/123WASP/123wasp.exe","2004-08-27 17:14:44 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/123WASP/HELP.htm",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/123WASP/HELP.htm","2004-08-20 17:13:08 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/123WASP/README.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/123WASP/README.txt","2004-08-20 17:13:08 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/agent.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/agent.exe","2004-08-27 17:14:45 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/agent.hlp",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/agent.hlp","2004-08-20 17:08:19 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/00000157.DAT",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/00000157.DAT","2004-08-25 18:11:47 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/000004B0.DAT",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/000004B0.DAT","2004-08-25 18:03:10 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/000004B1.DAT",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/000004B1.DAT","2004-08-25 18:03:12 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/0000169B.DAT",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/0000169B.DAT","2004-08-25 18:17:53 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/AGENT.INI",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/AGENT.INI","2004-08-25 18:18:07 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/GROUPS.DAT",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/GROUPS.DAT","2004-08-25 17:57:34 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/GRPDAT.BAK",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/Data/GRPDAT.BAK","2004-08-25 17:57:34 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/order.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/order.txt","2004-08-20 17:08:17 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/readme.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Agent/readme.txt","2004-08-20 17:08:19 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Anonymizer/Core/Anonymizer.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Anonymizer/Core/Anonymizer.dll","2004-08-20 17:05:09 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Anonymizer/thanks/index.html",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Anonymizer/thanks/index.html","2004-08-20 17:05:08 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Anonymizer/Toolbar/AnonymizerBar.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Anonymizer/Toolbar/AnonymizerBar.dll","2004-08-20 17:05:09 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Cain/Cain.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Cain/Cain.exe","2004-08-27 17:33:01 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Cain/Credits.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Cain/Credits.txt","2004-08-20 17:05:58 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Cain/Driver/WinPcap_3_0_1a.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Cain/Driver/WinPcap_3_0_1a.exe","2004-08-20 17:06:18 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Cain/Whats.new",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Cain/Whats.new","2004-08-20 17:05:59 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/MSINFO/IEINFO5.OCX",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/MSINFO/IEINFO5.OCX","2004-08-20 00:28:59 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/MSINFO/MSISYS.OCX",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/MSINFO/MSISYS.OCX","2004-08-19 19:02:11 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/Speech/sapi.cpl",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/Speech/sapi.cpl","2004-08-20 01:05:49 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/Web Folders/MSOWS409.DLL",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/Web Folders/MSOWS409.DLL","2004-08-20 01:04:50 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/Web Server Extensions/40/BIN/1033/FPEXT.MSG",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/Web Server Extensions/40/BIN/1033/FPEXT.MSG","2004-08-20 01:04:49 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/Web Server Extensions/40/BIN/fp4autl.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/Web Server Extensions/40/BIN/fp4autl.dll","2004-08-20 00:43:09 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/Web Server Extensions/40/BIN/FP4AWEC.DLL",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/Web Server Extensions/40/BIN/FP4AWEC.DLL","2004-08-20 01:04:49 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/MSSoap/Binaries/mssoap1.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/MSSoap/Binaries/mssoap1.dll","2004-08-20 00:29:07 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/SYSTEM/ADO/MDACReadme.htm",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/SYSTEM/ADO/MDACReadme.htm","2004-08-20 00:29:01 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/SYSTEM/ole db/MSDAIPP.DLL",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/SYSTEM/ole db/MSDAIPP.DLL","2004-08-20 01:04:49 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/SYSTEM/ole db/sqlxmlx.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/SYSTEM/ole db/sqlxmlx.dll","2004-08-20 00:29:06 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/SYSTEM/wab32.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/SYSTEM/wab32.dll","2004-08-20 00:29:23 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/SYSTEM/wab32res.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Common Files/SYSTEM/wab32res.dll","2004-08-20 00:29:23 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libglib-2.0-0.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libglib-2.0-0.dll","2004-08-27 17:29:12 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/adns_dll.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/adns_dll.dll","2004-08-27 17:29:14 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/AUTHORS-SHORT",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/AUTHORS-SHORT","2004-08-27 17:29:15 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/capinfo.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/capinfo.exe","2004-08-27 17:29:38 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/capinfo.html",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/capinfo.html","2004-08-27 17:29:38 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/diameter/dictionary.xml",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/diameter/dictionary.xml","2004-08-27 17:29:18 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/diameter/mobileipv4.xml",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/diameter/mobileipv4.xml","2004-08-27 17:29:18 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/diameter/nasreq.xml",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/diameter/nasreq.xml","2004-08-27 17:29:18 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/diameter/sunping.xml",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/diameter/sunping.xml","2004-08-27 17:29:18 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/editcap.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/editcap.exe","2004-08-27 17:29:37 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/editcap.html",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/editcap.html","2004-08-27 17:29:37 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/ethereal-filter.html",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/ethereal-filter.html","2004-08-27 17:29:44 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/ethereal.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/ethereal.exe","2004-08-27 17:35:04 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/ethereal.html",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/ethereal.html","2004-08-27 17:29:44 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/FAQ",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/FAQ","2004-08-27 17:29:14 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/help/capture_filters.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/help/capture_filters.txt","2004-08-27 17:29:18 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/help/display_filters.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/help/display_filters.txt","2004-08-27 17:29:18 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/help/faq.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/help/faq.txt","2004-08-27 17:29:19 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/help/getting_started.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/help/getting_started.txt","2004-08-27 17:29:18 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/help/overview.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/help/overview.txt","2004-08-27 17:29:18 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/help/well_known.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/help/well_known.txt","2004-08-27 17:29:19 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/iconv.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/iconv.dll","2004-08-27 17:29:14 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/intl.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/intl.dll","2004-08-27 17:29:14 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libatk-1.0-0.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libatk-1.0-0.dll","2004-08-27 17:29:33 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libethereal.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libethereal.dll","2004-08-27 17:29:11 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libgdk-win32-2.0-0.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libgdk-win32-2.0-0.dll","2004-08-27 17:29:32 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libgdk_pixbuf-2.0-0.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libgdk_pixbuf-2.0-0.dll","2004-08-27 17:29:32 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/uninstall.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/uninstall.exe","2004-08-27 17:29:44 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/wiretap-0.1.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/wiretap-0.1.dll","2004-08-27 17:28:49 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libgmodule-2.0-0.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libgmodule-2.0-0.dll","2004-08-27 17:29:12 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libgobject-2.0-0.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libgobject-2.0-0.dll","2004-08-27 17:29:12 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libgtk-win32-2.0-0.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libgtk-win32-2.0-0.dll","2004-08-27 17:29:33 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libpango-1.0-0.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libpango-1.0-0.dll","2004-08-27 17:29:33 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libpangowin32-1.0-0.dll",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/libpangowin32-1.0-0.dll","2004-08-27 17:29:33 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/manuf",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/manuf","2004-08-27 17:29:17 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/mergecap.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/mergecap.exe","2004-08-27 17:29:37 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/mergecap.html",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/mergecap.html","2004-08-27 17:29:37 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/README",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/README","2004-08-27 17:29:15 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/README.win32",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/README.win32","2004-08-27 17:29:15 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/tethereal.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/tethereal.exe","2004-08-27 17:29:37 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/tethereal.html",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/tethereal.html","2004-08-27 17:29:37 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/text2pcap.exe",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/text2pcap.exe","2004-08-27 17:29:37 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/text2pcap.html",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/text2pcap.html","2004-08-27 17:29:37 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/AGENTX-MIB.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/AGENTX-MIB.txt","2004-08-27 17:29:39 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/DISMAN-EVENT-MIB.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/DISMAN-EVENT-MIB.txt","2004-08-27 17:29:39 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/DISMAN-SCHEDULE-MIB.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/DISMAN-SCHEDULE-MIB.txt","2004-08-27 17:29:40 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/DISMAN-SCRIPT-MIB.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/DISMAN-SCRIPT-MIB.txt","2004-08-27 17:29:40 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/EtherLike-MIB.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/EtherLike-MIB.txt","2004-08-27 17:29:40 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/HCNUM-TC.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/HCNUM-TC.txt","2004-08-27 17:29:40 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/HOST-RESOURCES-MIB.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/HOST-RESOURCES-MIB.txt","2004-08-27 17:29:40 CEST"
"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/HOST-RESOURCES-TYPES.txt",File,"/img_4Dell Latitude CPi.E01/vol_vol2/Program Files/Ethereal/snmp/mibs/HOST-RESOURCES-TYPES.txt","2004-08-27 17:29:40 CEST"
